Issue Type,Summary,Epic Name,Epic Link,Story ID,Description,Labels,Fix Version/s
Story,RFP1 — Create project/service RFP,,ESA-RFP,RFP1,"As a buyer, I can create a request for proposal (RFP) for services/projects, not just parts.

Acceptance Criteria:
- Separate RFP creation flow capturing: objectives, scope, deliverables, timeline, budget range, evaluation criteria, proposal format (sections).
- RFP supports attachments (SOW docs, drawings).
- Status: draft → published → closed → awarded/cancelled.","phase-3-procure-to-pay-expansion,rfp,story",Phase 3 - Procure-to-Pay Expansion
Story,RFP2 — Suppliers submit structured proposals,,ESA-RFP,RFP2,"As a supplier, I can submit a structured proposal against an RFP.

Acceptance Criteria:
- Proposal form supports structured sections (approach, team, milestones, fees, assumptions) + attachments.
- Supplier can revise proposals until deadline (versioned like G6).
- Buyer sees latest version with access to history.","phase-3-procure-to-pay-expansion,rfp,story",Phase 3 - Procure-to-Pay Expansion
Story,RFP3 — RFP comparison & scoring,,ESA-RFP,RFP3,"As a buyer, I can compare proposals side-by-side and score them.

Acceptance Criteria:
- Compare view shows proposals in columns with key criteria rows (technical, commercial, timeline, risk).
- Users can assign scores per criterion and see weighted totals.
- Comments per supplier/criterion stored for audit.","phase-3-procure-to-pay-expansion,rfp,story",Phase 3 - Procure-to-Pay Expansion
Story,RFP4 — Convert awarded RFP to contract/service PO,,ESA-RFP,RFP4,"As a buyer, I can award an RFP and turn it into a contract or service PO.

Acceptance Criteria:
- Award action selects winning supplier(s) and triggers either:
- Contract record (CON1) with linked RFP, or
- Service PO with milestones and payment terms.
- Non-awarded suppliers see polite regret status.
- Awarded status reflected on RFP and visible in analytics.","phase-3-procure-to-pay-expansion,rfp,story",Phase 3 - Procure-to-Pay Expansion
Epic,[USG] Usage & Plan Enforcement,ESA-USG,,,,"phase-2-platform-and-ops,usage",Phase 2 - Platform & Ops
Story,USG1 — Usage snapshot per tenant,,ESA-USG,USG1,"As the system, I maintain daily usage snapshots per tenant for enforcement and analytics.

Acceptance Criteria:
- Scheduled job computes: RFQs created, POs, invoices, active users, storage, AI requests, etc.
- Snapshots stored in a usage_snapshots table keyed by tenant + date.
- Admin console can display trend charts from these snapshots.","phase-2-platform-and-ops,story,usage,usg",Phase 2 - Platform & Ops
Story,USG2 — Enforce soft/hard limits by plan,,ESA-USG,USG2,"As the system, I enforce plan limits using usage data.

Acceptance Criteria:
- For each plan, configurable limits (RFQs/month, storage GB, AI messages/day, etc.).
- “Soft limit” behaviour: warnings + upsell banners but still allow operations.
- “Hard limit” behaviour: block specific actions with clear explanation and CTA to upgrade.
- All blocks/warnings are logged per tenant.","phase-2-platform-and-ops,story,usage,usg",Phase 2 - Platform & Ops
Story,USG3 — Platform admin usage & limits view,,ESA-USG,USG3,"As a super admin, I can see which tenants are near or over limits.

Acceptance Criteria:
- Admin console shows usage vs limits per tenant (heat-map or list).
- Can set per-tenant exceptions/overrides (with reason).
- Export usage to CSV for billing/ops.","phase-2-platform-and-ops,story,usage,usg",Phase 2 - Platform & Ops
Story,USG4 — Tenant-visible usage dashboard,,ESA-USG,USG4,"As a tenant admin, I can see my own usage vs plan limits.

Acceptance Criteria:
- “Plan & Usage” page shows progress bars for RFQs, storage, AI usage, etc.
- Warnings appear before hitting hard limits.
- Links to upgrade or contact sales.","phase-2-platform-and-ops,story,usage,usg",Phase 2 - Platform & Ops
Epic,[OFF] Tenant Offboarding & Data Lifecycle,ESA-OFF,,,,"offboarding,phase-2-platform-and-ops",Phase 2 - Platform & Ops
Story,OFF1 — Company data export bundle,,ESA-OFF,OFF1,"As a tenant admin, I can export a full copy of our company’s data for compliance/exit.

Acceptance Criteria:
- Export wizard lets admin request “Full company export” (entities + document metadata + files where feasible).
- Export runs as background job and appears in Download Center (EXP2) with signed URL.
- Bundle includes at least CSV/JSON for master data + key documents (or references).
- Access strictly limited to tenant admins; action is audit-logged.","off,offboarding,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,OFF2 — Company suspension vs deletion,,ESA-OFF,OFF2,"As the system, I distinguish between suspending and deleting a company.

Acceptance Criteria:
- Statuses: active, suspended, scheduled_for_deletion, deleted.
- Suspended: logins blocked, API blocked, data preserved.
- Scheduled_for_deletion: retention countdown runs; admins warned.
- Deleted: logins blocked; human-defined subset of data removed/anonymised; references kept where legally required.","off,offboarding,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,OFF3 — User deactivation & account closure,,ESA-OFF,OFF3,"As an admin or user, we can deactivate individual accounts safely.

Acceptance Criteria:
- Admin can deactivate users in their company; user can request self-deletion/closure.
- Deactivated users cannot login or be re-invited without explicit action.
- Historical records show their name but no longer active account link (depending on privacy rules).
- Actions are audit-logged.","off,offboarding,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,OFF4 — Data retention policy & anonymisation,,ESA-OFF,OFF4,"As the system, I enforce data retention and anonymisation policies.

Acceptance Criteria:
- Configurable retention periods for logs, AI events, notifications, etc. (complements OPS/SEC stories).
- Scheduled tasks purge or anonymise data after retention.
- Critical audit/legal records are retained even if user/company is deleted (with PII minimised).","off,offboarding,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,[RFQC] RFQ Clarifications & Amendments,ESA-RFQC,,,,"phase-3-procure-to-pay-expansion,rfq",Phase 3 - Procure-to-Pay Expansion
Story,RFQC1 — RFQ clarification Q&A thread,,ESA-RFQC,RFQC1,"As a supplier, I can ask clarification questions on an RFQ, and buyers can respond
in a shared thread, so everyone has the same understanding.

Acceptance Criteria:
- RFQ detail (buyer & supplier views) shows a “Clarifications” / “Q&A” tab.
- Suppliers can post questions while the RFQ is open.
- Buyers can reply; replies are visible to all invited/open suppliers (not just the one who asked).
- Timestamps and author (buyer/supplier) are shown.
- Thread is read-only after RFQ is closed/awarded.","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Story,RFQC2 — Private vs broadcast answers (optional),,ESA-RFQC,RFQC2,"As a buyer, I can mark an answer as public (to all suppliers) or private (to one
supplier) when needed.

Acceptance Criteria:
- Default: answers are public to all RFQ participants.
- Buyer can choose “reply privately” for sensitive clarifications.
- UI clearly marks private answers; only that supplier sees them.
- System warns if buyer is about to share something public that references a specific supplier’s confidential info.","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Story,RFQC3 — RFQ amendments & version history,,ESA-RFQC,RFQC3,"As a buyer, I can amend an RFQ (e.g., change quantities, specs, or attach new
files) with a clear version history, so suppliers know what changed.

Acceptance Criteria:
- RFQ has a version or revision indicator (e.g., v1, v2, v3).
- Buyer can create an amendment that:
- Updates specified fields (quantities, specs, deadlines, attachments).
- Captures “reason for amendment”.
- Version history panel shows each amendment (who, when, what changed).
- Existing quotes are either:
- Marked “Needs update” when a material field changes, or
- Locked if amendment is too late (rules defined and enforced server-side).","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Story,RFQC4 — Supplier visibility & notifications for amendments,,ESA-RFQC,RFQC4,"As a supplier, I can clearly see when an RFQ has been amended and what
changed.

Acceptance Criteria:
- When an RFQ is amended, suppliers get an in-app notification (and email if enabled).
- RFQ detail shows a banner like “Updated on [date] — view changes”.
- “View changes” shows a diff or summary vs the prior version.
- Quotes submitted before an amendment are tagged with the RFQ version they were based on.","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Story,"RFQC5 — Deadlines: extend, close, reopen",,ESA-RFQC,RFQC5,"As a buyer, I can extend, close, or reopen RFQ deadlines with clear rules.

Acceptance Criteria:
- Buyer can:
- Extend deadline while RFQ is open (requires reason, logged).
- Close RFQ manually before deadline.
- Optionally reopen a closed RFQ (new deadline required).
- After deadline/closure:
- Suppliers can’t submit or revise quotes.
- System can auto-mark unanswered invitations as “No Response”.
- Actions and reasons appear in the RFQ activity log (fits with U2 “RFQ activity log”).","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Story,RFQC1 — Buyer can manage an RFQ after sending,,ESA-RFQC,RFQC1,"As a buyer, I can perform actions on a sent RFQ (close/cancel, extend deadline, invite
more suppliers), so I can control the sourcing event.

Acceptance Criteria:
- suppliers are notified (at least in UI state if email not built).","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Story,RFQC2 — Buyer can view RFQ activity log,,ESA-RFQC,RFQC2,"As a buyer, I can see an RFQ activity trail (created, sent, quote received, accepted), so I
understand what happened.

Acceptance Criteria:
- V5 has R1 (supplier quote from details) but nothing equivalent for buyer RFQ “actions” beyond quote acceptance.","phase-3-procure-to-pay-expansion,rfq,rfqc,story",Phase 3 - Procure-to-Pay Expansion
Epic,[POC] Purchase Order Change Orders & Revisions,ESA-POC,,,,"orders,phase-3-procure-to-pay-expansion,purchase-orders",Phase 3 - Procure-to-Pay Expansion
Story,POC1 — Supplier propose PO change,,ESA-POC,POC1,"As a supplier, I can propose changes to a PO (dates, quantities, prices, terms)
instead of only accepting or rejecting it.

Acceptance Criteria:
- On a received PO, supplier has:
- “Accept”, “Decline”, and “Propose changes” actions.
- “Propose changes” opens a form where supplier can change:
- Delivery dates
- Line-level quantities (within configured tolerance)
- Prices (if allowed)
- Notes/terms
- Submitting creates a Change Request linked to the PO with status pending_buyer_review.
- Buyer is notified and sees the proposed changes highlighted.","orders,phase-3-procure-to-pay-expansion,poc,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,POC2 — Buyer review & approve/reject change request,,ESA-POC,POC2,"As a buyer, I can review supplier change requests and approve or reject them with
a clear audit trail.

Acceptance Criteria:
- PO detail shows “Change requests” section with status (pending/approved/rejected).
- For each request, buyer sees:
- Original vs proposed values
- Supplier’s reason
- Buyer actions:
- Approve → PO is updated; PO revision number increments (e.g., PO-1001 v2).
- Reject → PO stays as-is; supplier notified with reason.
- All decisions are audit-logged (who, when, what changed, reason).","orders,phase-3-procure-to-pay-expansion,poc,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,POC3 — PO revision history & visibility,,ESA-POC,POC3,"As a user, I can see the full revision history of a PO, including acknowledgements
and change orders.

Acceptance Criteria:
- PO detail includes a “Revision history” or “Timeline” panel:
- Creation, acknowledgement, change requests, approvals, cancellations.
- Each revision shows what changed (lines, dates, prices, terms).
- PDF exports/numbering reflect revision (e.g., “PO-1001 Rev 2”).
- Older revisions remain viewable but clearly marked as superseded.","orders,phase-3-procure-to-pay-expansion,poc,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,"POC4 — Impact on shipments, GRN and invoices",,ESA-POC,POC4,"As the system, I keep shipments, GRN and invoices consistent when the PO
changes.

Acceptance Criteria:
- Rules are defined and enforced:
- If no goods shipped/received/invoiced yet → full change allowed.
- If partially shipped/received/invoiced → only certain fields or lines can change, or a separate PO is required.
- Change requests that would conflict with existing shipments/GRN/invoices are blocked with a clear error.
- 3-way match (FIN4) takes PO revisions into account when comparing quantities/prices.","orders,phase-3-procure-to-pay-expansion,poc,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Epic,[GS] Global Workspace Search,ESA-GS,,,,"phase-3-procure-to-pay-expansion,search",Phase 3 - Procure-to-Pay Expansion
Story,GS1 — Global search bar,,ESA-GS,GS1,"As a user, I can type keywords into a single search bar (e.g., in the top nav) to find
RFQs, POs, suppliers, invoices, and documents.

Acceptance Criteria:
- Global search bar is visible when logged in.
- Results are grouped by entity type (RFQs, POs, Suppliers, Items, Docs).
- Each result link deep-links to the correct detail page.
- Results respect tenant & permission scoping (no cross-company leaks).","gs,phase-3-procure-to-pay-expansion,search,story",Phase 3 - Procure-to-Pay Expansion
Story,GS2 — Search filters & recent searches,,ESA-GS,GS2,"As a user, I can filter global search results and quickly re-run recent searches.

Acceptance Criteria:
- Filter chips (e.g., “Only RFQs”, “Only Suppliers”, “Only Docs”).
- Recent searches drop-down; click to rerun.
- Pagination for large result sets.","gs,phase-3-procure-to-pay-expansion,search,story",Phase 3 - Procure-to-Pay Expansion
Epic,[AI-RFQ] Inline RFQ & Supplier AI Assist,ESA-AI-RFQ,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI-RFQ1 — RFQ spec sanity check,,ESA-AI-RFQ,AI-RFQ1,"As a buyer on the RFQ form, I can ask AI to review my RFQ and highlight
missing/ambiguous data.

Acceptance Criteria:
- “Ask Copilot to review” button on RFQ draft.
- AI returns a list of suggestions (e.g., missing tolerance, unclear material, inconsistent quantities) with links to fields.
- No changes are auto-applied; user can apply suggestions manually.","ai,ai-rfq,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-RFQ2 — Suggested suppliers for an RFQ,,ESA-AI-RFQ,AI-RFQ2,"As a buyer, I can ask AI to suggest best-fit suppliers for this RFQ.

Acceptance Criteria:
- Button on RFQ draft (or Copilot panel) calls supplier-matching logic.
- Result: ranked list of suppliers with explanation badges (capability match, past performance, region, risk).
- User can add selected suppliers to the RFQ invite list in one click.","ai,ai-rfq,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI-RFQ3 — Cost band estimate,,ESA-AI-RFQ,AI-RFQ3,"As a buyer, I can see a rough “expected cost range” for my RFQ, so I know if
quotes look reasonable.

Acceptance Criteria:
- AI returns min/median/max band with a simple rationale (not exact pricing).
- Marked clearly as an estimate, not a formal price.
- Does not auto-populate line prices, only displays guidance.","ai,ai-rfq,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[APP] Approval Workflow Runtime (Not just policy editor),ESA-APP,,,,"approvals,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,APP1 — Submit document for approval,,ESA-APP,APP1,"As a requester, I can submit a PO/Invoice/Payment for approval, so it follows policy.

Acceptance Criteria:
- “Submit for approval” action exists on documents where policy requires it.
- Status transitions: Draft → Pending Approval (or equivalent).
- Document becomes read-only except permitted fields.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP2 — Approver inbox,,ESA-APP,APP2,"As an approver, I can view items awaiting my approval.

Acceptance Criteria:
- Inbox list filters: type (PO/Invoice/Payment), status, requester, date.
- Each item shows summary + policy reason (threshold/rule matched).
- Deep links to approval detail.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP3 — Approve / reject with comments,,ESA-APP,APP3,"As an approver, I can approve or reject with a comment.

Acceptance Criteria:
- Approve advances to next approval step or final Approved.
- Reject returns to requester with reason and unlock rules clearly defined.
- Audit event captured on every action.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP4 — Multi-step approval chain,,ESA-APP,APP4,"As the system, I enforce sequential approvals when policies require multiple approvers.

Acceptance Criteria:
- Only the current required approver(s) can act.
- Next approver gets notified.
- Timeline shows each step.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP5 — Approval delegation / out-of-office (optional),,ESA-APP,APP5,"As an approver, I can delegate approvals temporarily.

Acceptance Criteria:
- Delegation has start/end dates, scope (document types), and audit.
- Delegated approver appears in timeline as “acting for”.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP6 — Withdraw/cancel an approval request (before completion),,ESA-APP,APP6,"As a requester, I can withdraw a pending approval request.

Acceptance Criteria:
- “withdrawn/cancelled”; audit logged.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP7 — Edit + resubmit after rejection,,ESA-APP,APP7,"As a requester, I can correct the record and resubmit after a rejection.

Acceptance Criteria:
- logged.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP8 — Approve/Reject from email (secure deep link),,ESA-APP,APP8,"As an approver, I can approve/reject directly from email.

Acceptance Criteria:
- prevents double-submit.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,APP9 — Reminders / escalation rules (runtime),,ESA-APP,APP9,"As the system, I remind/escalate when approvals are stuck.

Acceptance Criteria:
- opt-out per workflow; audit logged.","app,approvals,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Epic,[ATCH] Document Attachments Versioning & Previews,ESA-ATCH,,,(Beyond just “secure downloads”),"documents,files,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,ATCH1 — Attachment versioning (replace without losing history),,ESA-ATCH,ATCH1,"As a user, I can preview attachments in-app where supported.

Acceptance Criteria:
- PDFs/images preview in a modal/viewer (using signed URLs).
- CAD/STL shows “download + external viewer” fallback (or a placeholder viewer).
- Preview respects permissions and logs access.","doc2,documents,files,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,ATCH2 — Attachment versioning (replace without losing history),,ESA-ATCH,ATCH2,"As a user, I can upload a new version of an attachment without losing old versions.

Acceptance Criteria:
- New upload becomes latest; previous versions remain viewable.
- Version metadata: uploaded_by, uploaded_at, note.
- Export/PDF references latest by default.","doc2,documents,files,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,ATCH3 — Attachment delete rules,,ESA-ATCH,ATCH3,"As the system, I prevent deleting attachments that are required for compliance/audit.

Acceptance Criteria:
- If an RFQ is sent / PO issued / invoice posted → attachment deletion is blocked or requires elevated permission + reason.
- All delete attempts are logged.","doc2,documents,files,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
